title,post_url,ciclo,liturgical_day,liturgical_date_aci,readings,liturgical_readings
AMAR A DIOS COMO A UN HIJO (Navidad 2 C 2022),https://diegojavier.wordpress.com/2022/01/01,C,Navidad 2 C 2022,2022-01-01,"Juan 1, 1-5","Primera Lectura
Números 6:22-27
22
El Señor habló a Moisés diciendo:
23
—Habla a Aarón y a sus hijos y diles: «Así bendeciréis a los hijos de Israel, diciéndoles:
24
“El Señor te bendiga y te guarde,
25
el Señor haga brillar su rostro sobre ti y te conceda su gracia,
26
el Señor alce su rostro hacia ti y te conceda la paz”».
27
»Así invocarán mi nombre sobre los hijos de Israel, y Yo los bendeciré.
Salmo Responsorial
Salmo 67:2-3, 5-6, 8
2
Tenga Dios piedad de nosotros y nos bendiga,
haga brillar su rostro sobre nosotros.
3
Para que se conozca en la tierra tu camino,
tu salvación en todas las naciones.
5
Que se alegren y te aclamen las naciones,
porque juzgas los pueblos con rectitud
y diriges las naciones de la tierra.
6
¡Que te alaben los pueblos, oh Dios,
que todos los pueblos te alaben!
8
Que Dios nos bendiga
y que le teman todos los confines de la tierra.
Segunda Lectura
Gálatas 4:4-7
4
Pero al llegar la plenitud de los tiempos, envió Dios a su Hijo, nacido de mujer, nacido bajo la Ley,
5
para redimir a los que estaban bajo la Ley, a fin de que recibiésemos la adopción de hijos.
6
Y, puesto que sois hijos, Dios envió a nuestros corazones el Espíritu de su Hijo, que clama: «¡Abbá, Padre!»
7
De manera que ya no eres siervo, sino hijo; y como eres hijo, también heredero por gracia de Dios.
Evangelio
Lucas 2:16-21
16
Y fueron presurosos y encontraron a María y a José y al niño reclinado en el pesebre.
17
Al verlo, reconocieron las cosas que les habían sido anunciadas sobre este niño.
18
Y todos los que lo oyeron se maravillaron de cuanto los pastores les habían dicho.
19
María guardaba todas estas cosas ponderándolas en su corazón.
20
Y los pastores regresaron, glorificando y alabando a Dios por todo lo que habían oído y visto, según les fue dicho.
21
Cuando se cumplieron los ocho días para circuncidarle, le pusieron por nombre Jesús, como le había llamado el ángel antes de que fuera concebido en el seno materno."
El pueblo de Dios ¡con Jesús en medio! (Bautismo C 2022),https://diegojavier.wordpress.com/2022/01/08,C,Bautismo C 2022,2022-01-08,"Lc 3, 15-16","Primera Lectura
1 Juan 5:14-21
14
Ésta es la confianza que tenemos en Él: si le pedimos algo según su voluntad, nos escucha.
15
Y puesto que sabemos que nos va a escuchar en todo lo que pidamos, sabemos que tenemos ya lo que le hemos pedido.
16
Si alguno ve que su hermano comete un pecado que no lleva a la muerte, que pida y le dará la vida. Esto para quienes cometen un pecado que no lleva a la muerte, pues hay un pecado que lleva a la muerte: de éste no hablo al decir que se ruegue.
17
Toda injusticia es pecado, pero hay pecados que no llevan a la muerte.
18
Sabemos que todo el que ha nacido de Dios no peca, sino que el Nacido de Dios le guarda, y el Maligno no le alcanza.
19
Sabemos que somos de Dios, mientras que el mundo entero yace en poder del Maligno.
20
Pero también sabemos que el Hijo de Dios ha venido y nos ha dado la inteligencia para que conozcamos al Verdadero; y nosotros estamos en el Verdadero, en su Hijo Jesucristo. Éste es el Dios verdadero y la vida eterna.
21
Hijos, estad prevenidos contra los ídolos.
Salmo Responsorial
Salmo 149:1-6, 9
1
¡Aleluya!
Cantad al Señor un cántico nuevo,
esté su alabanza en la asamblea de los fieles.
2
Alégrese Israel en su Hacedor;
exulten en su Rey los hijos de Sión.
3
Alaben su Nombre con danzas,
que le entonen salmos con panderos y cítaras.
4
Porque el Señor se deleita en su pueblo,
y engalana a los humildes con la salvación.
5
Regocíjense los fieles en la gloria,
griten de alegría desde sus lechos,
6
con gritos de exaltación a Dios en sus gargantas,
y espadas de dos filos en sus manos.
9
para ejecutar en ellos la sentencia dictada:
será un honor para todos sus fieles.
¡Aleluya!
Evangelio
Juan 3:22-30
22
Después de esto fue Jesús con sus discípulos a la región de Judea, y allí convivía con ellos y bautizaba.
23
También Juan estaba bautizando en Ainón, cerca de Salim, porque allí había mucha agua, y acudían a que los bautizara
24
—porque aún no habían encarcelado a Juan.
25
Se originó una discusión entre los discípulos de Juan y un judío acerca de la purificación.
26
Y fueron a Juan a decirle:
—Rabbí, el que estaba contigo al otro lado del Jordán, de quien tú diste testimonio, está bautizando y todos se dirigen a él.
27
Respondió Juan:
—No puede el hombre apropiarse nada si no le es dado del cielo.
28
Vosotros mismos me sois testigos de que dije: «Yo no soy el Cristo, sino que he sido enviado delante de él».
29
Esposo es el que tiene la esposa; el amigo del esposo, el que está presente y le oye, se alegra mucho con la voz del esposo. Por eso, mi alegría es completa.
30
Es necesario que él crezca y que yo disminuya."
El que está en la cocina se da cuenta de lo que falta (2 C 2022),https://diegojavier.wordpress.com/2022/01/15,C,2 C 2022,2022-01-15,"Jn 2, 1-11","Primera Lectura
1 Samuel 9:1-4, 17-19; 10:1
9
1
Había un hombre de la tribu de Benjamín, llamado Quis, hijo de Abiel, hijo de Seror, hijo de Becorat, hijo de Afíaj, un benjaminita influyente
2
que tenía un hijo llamado Saúl, aventajado y buen mozo; no había en Israel nadie más alto que él, sobrepasaba a todos de hombros para arriba.
3
A Quis, padre de Saúl, se le habían perdido unas asnas; y le dijo:
—Hijo mío, llévate a uno de los criados y vete a buscar las asnas.
4
Atravesaron los montes de Efraím, la región de Salisá y no las encontraron. Recorrieron la región de Saalim y no estaban; luego la de Benjamín y tampoco las encontraron.
17
Cuando Samuel vio a Saúl, le dijo el Señor:
—Éste es el hombre del que te hablé; éste regirá a mi pueblo.
18
Saúl se acercó a Samuel, a la puerta de la ciudad, y le dijo:
—Indícame, por favor, dónde está la casa del vidente.
19
Samuel le respondió:
—Yo soy el vidente. Sube conmigo a la colina. Hoy comeréis conmigo y mañana te dejaré ir. Te descubriré todo lo que hay en tu corazón;
10
1
Entonces tomó Samuel el recipiente de aceite, lo derramó sobre la cabeza de Saúl y luego le besó diciendo:
—He aquí que el Señor te ha ungido como príncipe de mi pueblo Israel. Tú regirás al pueblo del Señor y le librarás de la mano de los enemigos que le rodean. Ésta es la señal de que Dios te ha ungido como príncipe sobre su heredad:
Salmo Responsorial
Salmo 21:2-7
2
Señor, el rey se alegra por tu fuerza,
¡cuánto se goza por tu salvación!
3
Le has concedido el deseo de su corazón,
no has rechazado la petición de sus labios.
4
Te has adelantado con bendiciones propicias:
has puesto en su cabeza una corona de oro fino.
5
Te pidió vida y se la has dado,
largos días duraderos, sin fin.
6
Grande es su gloria por tu salvación,
le concedes honor y majestad.
7
Le otorgas continuas bendiciones,
lo colmas de gozo en tu presencia.
Evangelio
Marcos 2:13-17
13
Y se fue otra vez a la orilla del mar. Y toda la muchedumbre iba hacia él, y les enseñaba.
14
Al pasar, vio a Leví, el de Alfeo, sentado al telonio, y le dijo:
—Sígueme.
Él se levantó y le siguió.
15
Ya en su casa, estando a la mesa, se sentaron con Jesús y sus discípulos muchos publicanos y pecadores, porque eran muchos los que le seguían.
16
Los escribas de los fariseos, al ver que comía con pecadores y publicanos, empezaron a decir a sus discípulos:
—¿Por qué come con publicanos y pecadores?
17
Lo oyó Jesús y les dijo:
—No tienen necesidad de médico los sanos, sino los enfermos; no he venido a llamar a los justos, sino a los pecadores."
Gente comprometida (Inmaculada C 2021-2),https://diegojavier.wordpress.com/2021/12/08,C,Inmaculada C 2021-2,2021-12-08,"Lc 1, 26-38","Primera Lectura
Génesis 3:9-15, 20
9
El Señor Dios llamó al hombre y le dijo:
—¿Dónde estás?
10
Éste contestó:
—Oí tu voz en el jardín y tuve miedo porque estaba desnudo; por eso me oculté.
11
Dios le preguntó:
—¿Quién te ha indicado que estabas desnudo? ¿Acaso has comido del árbol del que te prohibí comer?
12
El hombre contestó:
—La mujer que me diste por compañera me dio del árbol y comí.
13
Entonces el Señor Dios dijo a la mujer:
—¿Qué es lo que has hecho?
La mujer respondió:
—La serpiente me engañó y comí.
14
El Señor Dios dijo a la serpiente:
—Por haber hecho eso, maldita seas
entre todos los animales
y todas las bestias del campo.
Te arrastrarás sobre el vientre,
y polvo comerás todos los días de tu vida.
15
Pondré enemistad entre ti y la mujer,
entre tu linaje y el suyo;
él te herirá en la cabeza,
mientras tú le herirás en el talón.
20
El hombre llamó a su mujer Eva, porque ella habría de ser la madre de todos los vivientes.
Salmo Responsorial
Salmo 98:1-4
1
Salmo.
Cantad al Señor un cántico nuevo
porque ha hecho maravillas.
Su diestra le ha salvado,
su santo brazo.
2
El Señor ha dado a conocer su salvación;
ha revelado su justicia a los ojos de las naciones.
3
Se acordó de su misericordia y fidelidad
con la casa de Israel.
Todos los confines de la tierra han visto
la salvación de nuestro Dios.
4
Aclamad al Señor, la tierra entera;
gritad, cantad, entonad salmos.
Segunda Lectura
Efesios 1:3-6, 11-12
3
Bendito sea el Dios y Padre
de nuestro Señor Jesucristo,
que nos ha bendecido en Cristo
con toda bendición espiritual en los cielos,
4
ya que en él nos eligió
antes de la creación del mundo
para que fuéramos santos y sin mancha
en su presencia, por el amor;
5
nos predestinó a ser sus hijos adoptivos
por Jesucristo
conforme al beneplácito de su voluntad,
6
para alabanza y gloria de su gracia,
con la cual nos hizo gratos en el Amado;
11
por quien también fuimos constituidos herederos, predestinados según el designio de quien realiza todo con arreglo al consejo de su voluntad,
12
para que nosotros, los que antes habíamos esperado en el Mesías, sirvamos para alabanza de su gloria.
Evangelio
Lucas 1:26-38
26
En el sexto mes fue enviado el ángel Gabriel de parte de Dios a una ciudad de Galilea llamada Nazaret,
27
a una virgen desposada con un varón de nombre José, de la casa de David. El nombre de la virgen era María.
28
Y entró donde ella estaba y le dijo:
—Dios te salve, llena de gracia, el Señor es contigo.
29
Ella se turbó al oír estas palabras, y consideraba qué podía significar este saludo.
30
Y el ángel le dijo:
—No temas, María, porque has hallado gracia delante de Dios:
31
concebirás en tu seno y darás a luz un hijo, y le pondrás por nombre Jesús.
32
Será grande y será llamado Hijo del Altísimo; el Señor Dios le dará el trono de David, su padre,
33
reinará eternamente sobre la casa de Jacob y su Reino no tendrá fin.
34
María le dijo al ángel:
—¿De qué modo se hará esto, pues no conozco varón?
35
Respondió el ángel y le dijo:
—El Espíritu Santo descenderá sobre ti, y el poder del Altísimo te cubrirá con su sombra; por eso, el que nacerá Santo será llamado Hijo de Dios.
36
Y ahí tienes a Isabel, tu pariente, que en su ancianidad ha concebido también un hijo, y la que llamaban estéril está ya en el sexto mes,
37
porque para Dios no hay nada imposible.
38
Dijo entonces María:
—He aquí la esclava del Señor, hágase en mí según tu palabra.
Y el ángel se retiró de su presencia."
Acrecentar nuestras ganas de ser buenos (Adviento 3 C 2021-2),https://diegojavier.wordpress.com/2021/12/11,C,Adviento 3 C 2021-2,2021-12-11,"Juan l; Lucas 3, 10-18","Primera Lectura
Eclesiástico 48:1-4, 9-11
1
Luego surgió el profeta Elías, semejante al fuego,
cuya palabra quemaba como una antorcha.
2
Él atrajo sobre ellos el hambre,
y con su celo los redujo a pocos.
3
Por mandato del Señor cerró el cielo
e hizo bajar fuego tres veces.
4
¡Qué glorioso fuiste, Elías, con tus prodigios!
¿Quién puede jactarse de ser como tú?
9
Tú fuiste arrebatado en un torbellino de llamas,
en un carro tirado por caballos de fuego.
10
Tú eres el designado para reprochar en tiempo oportuno,
para aplacar la ira del Señor antes del furor,
para convertir el corazón del padre hacia el hijo
y restablecer las tribus de Jacob.
11
¡Dichosos los que te vieron
y los que han muerto en tu amistad!
12
También nosotros alcanzaremos sin duda la vida.
Salmo Responsorial
Salmo 80:2-3, 15-16, 18-19
2
Pastor de Israel, inclina tu oído,
Tú que guías a José como un rebaño,
que estás sentado sobre los querubines,
muestra tu esplendor
3
ante Efraím, Benjamín y Manasés,
despierta tu fuerza y ven a salvarnos.
15
¡Oh Dios de los ejércitos, vuélvete!
Mira desde los cielos, fíjate,
ven a visitar esta viña.
16
Protégela, es la que tu diestra plantó,
el hijo que te adoptaste:
18
Proteja tu mano al hombre de tu diestra,
al hijo del hombre que adoptaste.
19
No nos apartaremos más de Ti.
Tú nos volverás a la vida,
y nosotros invocaremos tu Nombre.
Evangelio
Mateo 17:10-13
10
Sus discípulos le preguntaron:
—¿Por qué entonces dicen los escribas que Elías debe venir primero?
11
Él les respondió:
—Elías ciertamente vendrá y restablecerá todas las cosas.
12
Pero yo os digo que Elías ya ha venido y no lo han reconocido, sino que han hecho con él lo que han querido. Así también el Hijo del Hombre va a padecer a manos de ellos.
13
Entonces comprendieron los discípulos que les hablaba de Juan el Bautista."
Creer: una manera de vivir el tiempo (4 C Adviento 2021-2),https://diegojavier.wordpress.com/2021/12/18,C,4 C Adviento 2021-2,2021-12-18,"Lc 1, 39-45; Lc 1, 20","Primera Lectura
Jeremías 23:5-8
5
Mirad que vienen días
—oráculo del Señor—,
en que suscitaré a David un brote justo,
que rija como rey y sea prudente,
y ejerza el derecho y la justicia en la tierra.
6
En sus días Judá será salvada,
e Israel habitará en seguridad,
y éste será el nombre con que le llamen:
“El Señor, nuestra Justicia”.
7
Por eso, mirad que vienen días —oráculo del Señor—, en que no se dirá más: “¡Vive el Señor, que hizo subir a los hijos de Israel de la tierra de Egipto!”,
8
sino: “¡Vive el Señor, que hizo subir y que trajo a la descendencia de la casa de Israel de la tierra del norte y de todas las tierras donde los había dispersado, para que habitaran en su tierra!”».
Salmo Responsorial
Salmo 72:1-2, 12-13, 18-19
1
De Salomón.
Dios mío, concede tu juicio al rey
y tu justicia al hijo del rey.
2
Que gobierne a tu pueblo con justicia
y a tus pobres con equidad.
12
Porque él librará al desvalido que clama
y al pobre que no tiene amparo.
13
Tendrá piedad del débil y del desvalido
y salvará la vida de los indigentes.
18
Bendito sea el Señor Dios, el Dios de Israel,
el único que hace maravillas.
19
Bendito sea por siempre su Nombre glorioso.
Que toda la tierra se llene de su gloria.
Amén. Amén.
Evangelio
Mateo 1:18-25
18
La generación de Jesucristo fue así: María, su madre, estaba desposada con José, y antes de que conviviesen se encontró con que había concebido en su seno por obra del Espíritu Santo.
19
José, su esposo, como era justo y no quería exponerla a infamia, pensó repudiarla en secreto.
20
Consideraba él estas cosas, cuando un ángel del Señor se le apareció en sueños y le dijo:
—José, hijo de David, no temas recibir a María, tu esposa, porque lo que en ella ha sido concebido es obra del Espíritu Santo.
21
Dará a luz un hijo y le pondrás por nombre Jesús, porque él salvará a su pueblo de sus pecados.
22
Todo esto sucedió para que se cumpliera lo que dijo el Señor por medio del Profeta:
23
Mirad, la virgen concebirá y dará a luz un hijo,
a quien pondrán por nombre Emmanuel,
que significa Dios–con–nosotros.
24
Al despertarse, José hizo lo que el ángel del Señor le había ordenado, y recibió a su esposa.
25
Y, sin que la hubiera conocido, dio ella a luz un hijo; y le puso por nombre Jesús."
Con una mano en los sueños de Dios y la otra en los propios sueños (Navidad C 2021-2),https://diegojavier.wordpress.com/2021/12/24,C,Navidad C 2021-2,2021-12-24,"Mateo 1, 18-25","Primera Lectura
2 Samuel 7:1-5, 8-12, 14, 16
1
Cuando el rey se estableció en su casa y el Señor le concedió la paz con los enemigos de alrededor,
2
dijo el rey al profeta Natán:
—Mira, yo habito en una casa de cedro, mientras que el arca del Señor habita en una tienda de lona.
3
Natán respondió al rey:
—Vete y haz lo que te dicta el corazón, porque el Señor está contigo.
4
Pero esa misma noche la palabra del Señor llegó sobre Natán en estos términos:
5
—Vete y dile a mi siervo David: «Así dice el Señor: “¿Eres tú el que va a edificar una casa para que Yo habite en ella?
8
»Y ahora así dirás a mi siervo David: «Así dice el Señor de los ejércitos: “Yo te he tomado del aprisco, de detrás del rebaño para que seas príncipe sobre mi pueblo Israel;
9
he estado contigo en todas tus andanzas, he eliminado a todos tus enemigos ante ti y he hecho tu nombre grande entre los grandes de la tierra.
10
Asignaré un lugar para mi pueblo Israel y lo plantaré para que habite allí y nadie le moleste; los malvados no volverán a oprimirlo como antes,
11
cuando constituí jueces sobre mi pueblo Israel. Te concederé la paz con todos tus enemigos. El Señor te anuncia que Él te edificará una casa.
12
Cuando hayas completado los días de tu vida y descanses con tus padres, suscitaré después de ti un linaje salido de tus entrañas y consolidaré su reino.
14
Yo seré para él un padre y él será para mí un hijo; si algo hace mal le castigaré con vara de hombres y con golpes humanos.
16
tu casa y tu reino permanecerán para siempre en mi presencia y tu trono será firme también para siempre”».
Salmo Responsorial
Salmo 89:2-5, 27, 29
2
Las misericordias del Señor cantaré eternamente;
de generación en generación
anunciaré con mi boca tu fidelidad.
3
Pues he dicho:
«La misericordia está edificada para siempre;
tu fidelidad está firme en los cielos».
4
«Una alianza sellé con mi elegido,
juré a David, mi siervo:
5
“Afirmaré tu descendencia para siempre,
construiré tu trono por todas las generaciones”». (Pausa)
27
Él me invocará: “Tú eres mi Padre,
mi Dios, la Roca de mi salvación”.
29
Le guardaré por siempre mi misericordia,
mi alianza con él será firme.
Evangelio
Lucas 1:67-79
67
Y Zacarías, su padre, quedó lleno del Espíritu Santo y profetizó diciendo:
68
—Bendito sea el Señor, Dios de Israel,
porque ha visitado y redimido a su pueblo,
69
y ha suscitado para nosotros el poder salvador
en la casa de David su siervo,
70
como lo había anunciado desde antiguo
por boca de sus santos profetas;
71
para salvarnos de nuestros enemigos
y de la mano de cuantos nos odian:
72
ejerciendo su misericordia con nuestros padres,
y acordándose de su santa alianza,
73
y del juramento que hizo a Abrahán,
nuestro padre,
74
para concedernos
que, libres de la mano de los enemigos,
le sirvamos sin temor,
75
con santidad y justicia en su presencia
todos los días de nuestra vida.
76
Y tú, niño, serás llamado Profeta del Altísimo:
porque irás delante del Señor
a preparar sus caminos,
77
enseñando a su pueblo la salvación
para el perdón de sus pecados;
78
por las entrañas de misericordia de nuestro Dios,
el Sol naciente nos visitará desde lo alto,
79
para iluminar a los que yacen en tinieblas
y en sombra de muerte,
y guiar nuestros pasos por el camino de la paz."
"El secreto de Jesús: alegrar al Padre, estando en sus cosas (Sagrada Familia C 2021-2)",https://diegojavier.wordpress.com/2021/12/25,C,Sagrada Familia C 2021-2,2021-12-25,"Lc 2, 40-52","Primera Lectura
Isaías 9:1-6
1
El pueblo que caminaba en tinieblas vio una gran luz;
a los que habitaban en tierra de sombras de muerte,
les ha brillado una luz.
2
Multiplicaste el gozo,
aumentaste la alegría.
Se alegran en tu presencia
con la alegría de la siega,
como se gozan al repartirse el botín.
3
Porque el yugo que los cargaba,
la vara de su hombro,
el cetro que los oprimía,
los quebraste como en el día de Madián.
4
Pues toda bota militar que taconea con estrépito,
y todo manto restregado en sangre,
están destinados a arder, a ser pasto del fuego.
5
Porque un niño nos ha nacido,
un hijo se nos ha dado.
Sobre sus hombros está el imperio,
y lleva por nombre:
Consejero maravilloso, Dios fuerte,
Padre sempiterno, Príncipe de la paz.
6
El imperio será engrandecido,
y la paz no tendrá fin
sobre el trono de David
y sobre su reino,
para sostenerlo y consolidarlo
con el derecho y la justicia,
desde ahora y para siempre.
El celo del Señor de los ejércitos lo hará.
Salmo Responsorial
Salmo 96:1-3, 11-13
1
Cantad al Señor un cántico nuevo,
cantad al Señor, la tierra entera.
2
Cantad al Señor, bendecid su Nombre,
anunciad, día tras día, su salvación.
3
Proclamad su gloria a las naciones,
sus maravillas a todos los pueblos.
11
Alégrense los cielos y exulte la tierra,
brame el mar y cuanto lo llena;
12
que se gocen los campos y cuanto hay en ellos.
Entonces exultarán todos los árboles del bosque
13
ante el Señor, que ya viene,
que viene a juzgar la tierra:
juzgará al mundo con justicia
y a los pueblos con rectitud.
Segunda Lectura
Tito 2:11-14
11
Pues se ha manifestado la gracia de Dios, portadora de salvación para todos los hombres,
12
educándonos para que renunciemos a la impiedad y a las concupiscencias mundanas, y vivamos con prudencia, justicia y piedad en este mundo,
13
aguardando la esperanza bienaventurada y la manifestación de la gloria del gran Dios y Salvador nuestro, Jesucristo,
14
que se entregó a sí mismo por nosotros para redimirnos de toda iniquidad, y para purificar para sí un pueblo escogido, celoso por hacer el bien.
Evangelio
Lucas 2:1-14
1
En aquellos días se promulgó un edicto de César Augusto, para que se empadronase todo el mundo.
2
Este primer empadronamiento se hizo cuando Quirino era gobernador de Siria.
3
Todos iban a inscribirse, cada uno a su ciudad.
4
José, como era de la casa y familia de David, subió desde Nazaret, ciudad de Galilea, a la ciudad de David llamada Belén, en Judea,
5
para empadronarse con María, su esposa, que estaba encinta.
6
Y cuando ellos se encontraban allí, le llegó la hora del parto,
7
y dio a luz a su hijo primogénito; lo envolvió en pañales y lo recostó en un pesebre, porque no había lugar para ellos en el aposento.
8
Había unos pastores por aquellos contornos, que dormían al raso y vigilaban por turno su rebaño durante la noche.
9
De improviso un ángel del Señor se les presentó, y la gloria del Señor los rodeó de luz. Y se llenaron de un gran temor.
10
El ángel les dijo:
—No temáis. Mirad, voy a anunciaros una gran alegría, que lo será para todo el pueblo:
11
hoy os ha nacido, en la ciudad de David, el Salvador, que es el Cristo, el Señor;
12
y esto os servirá de señal: encontraréis a un niño envuelto en pañales y reclinado en un pesebre.
13
De pronto apareció junto al ángel una muchedumbre de la milicia celestial, que alababa a Dios diciendo:
14
«Gloria a Dios en las alturas
y paz en la tierra
a los hombres en los que Él se complace»."
La alegría del amor (32 B 202),https://diegojavier.wordpress.com/2021/11/05,B,32 B 202,2021-11-05,"Mc 12, 38-44","Primera Lectura
Sabiduría 3:1-9
1
Pero las almas de los justos están en manos de Dios y no les tocará tormento.
2
A los ojos de los necios parecía que morían,
su partida era considerada una desdicha
3
y la separación de nosotros, exterminio;
pero ellos están en la paz.
4
Porque, si a la vista de los hombres sufrían castigo,
ellos esperaban plenamente la inmortalidad:
5
a cambio de una leve pena recibirán grandes bienes,
porque Dios los puso a prueba
y los encontró dignos de Él.
6
Los probó como oro en el crisol,
los aceptó como sacrificio de holocausto.
7
A la hora de su prueba resplandecerán
y se propagarán como chispas en cañaveral.
8
Juzgarán a naciones y dominarán a pueblos,
y el Señor reinará sobre ellos para siempre.
9
Los que confían en Él comprenderán la verdad,
los que son fieles en el amor permanecerán junto a Él,
porque la gracia y la misericordia son para sus santos
y Él mira por sus elegidos.
Salmo Responsorial
Salmo 23:1-6
1
Salmo. De David.
El Señor es mi pastor, nada me falta.
2
En verdes prados me hace reposar;
hacia aguas tranquilas me guía;
3
reconforta mi alma,
me conduce por sendas rectas
por honor de su Nombre.
4
Aunque camine por valles oscuros,
no temo ningún mal, porque Tú estás conmigo;
tu vara y tu cayado me sosiegan.
5
Preparas una mesa para mí
frente a mis adversarios.
Unges con óleo mi cabeza,
mi copa rebosa.
6
Tu bondad y misericordia me acompañan
todos los días de mi vida;
y habitaré en la Casa del Señor
por dilatados días.
Evangelio
Juan 6:37-40
37
Todo lo que me da el Padre vendrá a mí, y al que viene a mí no lo echaré fuera,
38
porque he bajado del cielo no para hacer mi voluntad sino la voluntad de Aquel que me ha enviado.
39
Ésta es la voluntad de Aquel que me ha enviado: que no pierda nada de lo que Él me ha dado, sino que lo resucite en el último día.
40
Porque ésta es la voluntad de mi Padre: que todo el que ve al Hijo y cree en él tenga vida eterna, y yo le resucitaré en el último día."
"Nuestro tiempo está en las manos del Padre, cuenta con la cercanía de Jesús y navega bajo el soplo del Espíritu (33 B 2021",https://diegojavier.wordpress.com/2021/11/13,,,2021-11-13,"Mc 13, 24-32; Lc 23, 46; Jn 3, 8","Primera Lectura
Sabiduría 18:14-16; 19:6-9
18
14
Cuando un sereno silencio lo envolvía todo
y la noche estaba a la mitad de su curso,
15
tu omnipotente Palabra desde el Cielo, desde los tronos reales,
como guerrero implacable, se lanzó sobre aquella tierra desolada,
llevando la espada afilada de tu orden terminante.
16
Deteniéndose, llenó todo de muerte.
De una parte, tocaba el cielo; de otra, se apoyaba en la tierra.
19
6
Pues la creación entera, en su propia naturaleza,
tomaba de nuevo una forma distinta, sirviendo a tus órdenes,
para que tus hijos fueran guardados incólumes.
7
La nube cubría con su sombra el campamento;
donde antes estaba el agua se vio emerger la tierra seca,
del Mar Rojo, un camino expedito,
y de las olas violentas, una llanura verdeante.
8
Por ella pasó todo el pueblo, los protegidos por tu mano,
contemplando pasmosos prodigios.
9
Pastaron como caballos
retozaron como corderos,
cantando tus alabanzas, Señor, su libertador.
Salmo Responsorial
Salmo 105:2-3, 36-37, 42-43
2
Cantadle, entonadle salmos,
proclamad todas sus maravillas.
3
Gloriaos en su Nombre santo;
que se alegre el corazón de los que buscan al Señor.
36
E hirió a todos los primogénitos en su tierra,
las primicias de su vigor.
37
Pero a ellos los sacó con plata y oro,
sin que hubiera en sus tribus quien se tambaleara.
42
Pues se acordó de su palabra santa,
que había dado a Abrahán, su siervo.
43
Y sacó a su pueblo con gozo,
a sus elegidos con gritos de júbilo.
Evangelio
Lucas 18:1-8
1
Les proponía una parábola sobre la necesidad de orar siempre y no desfallecer,
2
diciendo:
—Había en una ciudad un juez que no temía a Dios ni respetaba a los hombres.
3
También había en aquella ciudad una viuda, que acudía a él diciendo: «Hazme justicia ante mi adversario».
4
Y durante mucho tiempo no quiso. Sin embargo, al final se dijo a sí mismo: «Aunque no temo a Dios ni respeto a los hombres,
5
como esta viuda está molestándome, le haré justicia, para que no siga viniendo a importunarme».
6
Concluyó el Señor:
—Prestad atención a lo que dice el juez injusto.
7
¿Acaso Dios no hará justicia a sus elegidos que claman a Él día y noche, y les hará esperar?
8
Os aseguro que les hará justicia sin tardanza. Pero cuando venga el Hijo del Hombre, ¿encontrará fe sobre la tierra?"
"No ser «dueños de nuestro tiempo», para vivirlo como Jesús: atentos al Padre y sirviendo a los hermanos",https://diegojavier.wordpress.com/2021/11/19,,,2021-11-19,"Jn 18, 33-38; Mt 6, 25 ; Rm 8, 28 ","Primera Lectura
1 Macabeos 4:36-37, 52-59
36
Judas y sus hermanos dijeron:
—Mirad, nuestros enemigos han sido aplastados. Subamos a purificar y a dedicar el Santuario.
37
Después de reunir todo el ejército, subieron al monte Sión.
52
Al amanecer del día veinticinco del mes noveno, es decir, el mes de Kisleu del año ciento cuarenta y ocho, se levantaron
53
y ofrecieron, según la Ley, un sacrificio sobre el altar de los holocaustos que habían fabricado.
54
En el mismo momento y en el mismo día en que lo habían profanado los gentiles, fue dedicado de nuevo entre cánticos y sones de cítaras, arpas y címbalos.
55
Todo el pueblo se postró adorando y bendiciendo al cielo que les había sido propicio.
56
Durante ocho días celebraron la dedicación del altar, presentaron holocaustos con alegría y ofrecieron un sacrificio de comunión y de alabanza.
57
Adornaron la fachada del Templo con coronas de oro y con pequeños escudos; restauraron los portones y las dependencias, y les pusieron puertas.
58
La alegría del pueblo fue muy grande y el oprobio de los gentiles llegó a su fin.
59
Judas, sus hermanos y toda la asamblea de Israel decidieron que cada año, en ese mismo tiempo, durante ocho días a partir del veinticinco del mes de Kisleu, se celebraran los días de la dedicación del altar con alegría y alborozo.
Salmo Responsorial
1 Crónicas 29:10-12
10
Después David bendijo al Señor en presencia de toda la asamblea diciendo:
—¡Bendito seas, Señor, Dios de Israel, nuestro padre,
desde siempre y para siempre!
11
Tuya es, Señor, la grandeza y el poder,
la gloria, el esplendor y la majestad;
pues tuyo es cuanto hay en el cielo y en la tierra.
Tuyo es el reino, Señor. Tú te elevas
por encima de todo.
12
De ti proceden la riqueza y la gloria.
Tú gobiernas todo;
en tu mano están la fuerza y el poder,
el crecimiento y la firmeza.
Evangelio
Lucas 19:45-48
45
Entró en el Templo y comenzó a expulsar a los que vendían,
46
diciéndoles:
—Está escrito: Mi casa será casa de oración, pero vosotros la habéis convertido en una cueva de ladrones.
47
Y enseñaba todos los días en el Templo. Pero los príncipes de los sacerdotes y los escribas buscaban acabar con él, lo mismo que los jefes del pueblo,
48
pero no encontraban cómo hacerlo, pues todo el pueblo estaba pendiente escuchándole."
